,Neighborhood,City,Latitude,Longitude,Venue,Venue Category,Category,Address
1571,Sai Kung Town,Hong Kong,22.3822489,114.2728277,May's Sawaddee Thailand (旺泰特食),Thai Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1572,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Sai Kung Chung Kee Noodle & Restaurant (西貢松記車仔麵),Noodle House,Food,"('Sai Kung Town', 'Hong Kong')"
1573,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Duke of York,Pub,Nightlife Spot,"('Sai Kung Town', 'Hong Kong')"
1574,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Chip In Fish & Chips,Fish & Chips Shop,Food,"('Sai Kung Town', 'Hong Kong')"
1575,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Sai Kung Tang Shiu Kin Sports Ground (西貢鄧肇堅運動場),Stadium,Arts & Entertainment,"('Sai Kung Town', 'Hong Kong')"
1576,Sai Kung Town,Hong Kong,22.3822489,114.2728277,McDonald's 麥當勞 (麥當勞),Fast Food Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1577,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Thai Kwok Snack (泰國小吃),Thai Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1578,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Saigon Pho (西貢越南真味),Vietnamese Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1579,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Sai Kung Tennis Courts 西貢網球場,Tennis Court,Outdoors & Recreation,"('Sai Kung Town', 'Hong Kong')"
1580,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Hushush,Coffee Shop,Food,"('Sai Kung Town', 'Hong Kong')"
1581,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Kam Tong Korean Restaurant 金堂韓國料理,Korean Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1582,Sai Kung Town,Hong Kong,22.3822489,114.2728277,PARKnSHOP 百佳,Grocery Store,Shop & Service,"('Sai Kung Town', 'Hong Kong')"
1583,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Tak Hing Noodles 德興麵家,Chinese Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1584,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Bistro Chuen Kee 全記小店,Café,Food,"('Sai Kung Town', 'Hong Kong')"
1585,Sai Kung Town,Hong Kong,22.3822489,114.2728277,林記小食,Food Court,Food,"('Sai Kung Town', 'Hong Kong')"
1586,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Freezer,Café,Food,"('Sai Kung Town', 'Hong Kong')"
1587,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Sai Kung Public Pier (西貢公眾碼頭),Pier,Travel & Transport,"('Sai Kung Town', 'Hong Kong')"
1588,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Poets,Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1589,Sai Kung Town,Hong Kong,22.3822489,114.2728277,Thai Ho Thai Food Restaurant (泰河泰式美食),Thai Restaurant,Food,"('Sai Kung Town', 'Hong Kong')"
1590,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,The Brew Job,Coffee Shop,Food,"('Tai Kok Tsui', 'Hong Kong')"
1591,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,My Meat Run Buddy (走肉·朋友),Vegetarian / Vegan Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1592,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Craft Coffee Roaster,Coffee Shop,Food,"('Tai Kok Tsui', 'Hong Kong')"
1593,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Ristorante Pizzeria Da Vincenzo,Italian Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1594,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Mandarin Chicken Rice (Singapore) (文華雞飯（新加坡）),Malay Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1595,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Noble (Noble 貴族甜品),Dessert Shop,Food,"('Tai Kok Tsui', 'Hong Kong')"
1596,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Sunny Thai Restaurant (晴苑泰國菜),Thai Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1597,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Hing Noodle (慶麵),Noodle House,Food,"('Tai Kok Tsui', 'Hong Kong')"
1598,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Lao Zhang Gui (老掌櫃),Dongbei Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1599,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Dorsett Mongkok (香港旺角帝盛酒店),Hotel,Travel & Transport,"('Tai Kok Tsui', 'Hong Kong')"
1600,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Starry Night,Modern European Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1601,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Kam Ka Lok Restaurant (金家樂餐廳),Cha Chaan Teng,Food,"('Tai Kok Tsui', 'Hong Kong')"
1602,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Yuet Wong (越王美食),Vietnamese Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1603,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Skyzone Deck & Lounge 星域酒廊 (星域酒廊),Hotel Bar,Nightlife Spot,"('Tai Kok Tsui', 'Hong Kong')"
1604,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Burgerman,Burger Joint,Food,"('Tai Kok Tsui', 'Hong Kong')"
1605,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Rosedale Hotel Kowloon (九龍珀麗酒店),Hotel,Travel & Transport,"('Tai Kok Tsui', 'Hong Kong')"
1606,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Bon Bon Café (車品品小食),Noodle House,Food,"('Tai Kok Tsui', 'Hong Kong')"
1607,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,McDonald's (麥當勞),Fast Food Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1608,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Pacific Coffee (太平洋咖啡),Coffee Shop,Food,"('Tai Kok Tsui', 'Hong Kong')"
1609,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Hyatti Restaurant (曉峰閣),Mediterranean Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1610,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Master Congee (大師傅粥品),Cantonese Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1611,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,North Viet Pho (越北牛肉粉專門店),Vietnamese Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1612,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,力奇四季火鍋,Hotpot Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1613,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Tao Heung (稻香),Dim Sum Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1614,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Sonata Western Restaurant,Café,Food,"('Tai Kok Tsui', 'Hong Kong')"
1615,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Red Rice 米飯主題餐廳,Hong Kong Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1616,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Kobayashi Sapporo Ramen 小林札幌拉麵,Ramen Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1617,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Golden Captain Restaurant (金船長餐廳),American Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1618,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Mum's Dessert Shop (小妹甜品),Dessert Shop,Food,"('Tai Kok Tsui', 'Hong Kong')"
1619,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Rasoi,Indian Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1620,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,文成記,Chinese Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1621,Tai Kok Tsui,Hong Kong,22.3207508,114.1603513,Tapas Brew,Tapas Restaurant,Food,"('Tai Kok Tsui', 'Hong Kong')"
1622,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Din Tai Fung (鼎泰豐),Dumpling Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1623,Sha Tin,Hong Kong,22.3810557,114.18887920000002,city'super,Supermarket,Shop & Service,"('Sha Tin', 'Hong Kong')"
1624,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Simplylife Bakery Café,Café,Food,"('Sha Tin', 'Hong Kong')"
1625,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Sweets House Cha Cha,Ice Cream Shop,Food,"('Sha Tin', 'Hong Kong')"
1626,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Apple New Town Plaza,Electronics Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1627,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Yata Department Store (一田百貨),Department Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1628,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Royal Park Hotel (帝都酒店),Hotel,Travel & Transport,"('Sha Tin', 'Hong Kong')"
1629,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Victoria's Secret,Lingerie Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1630,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Honeymoon Desert (滿記甜品),Dessert Shop,Food,"('Sha Tin', 'Hong Kong')"
1631,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Tasty Congee (正斗粥麵專家),Cantonese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1632,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Zara,Clothing Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1633,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Euro Go Go,Café,Food,"('Sha Tin', 'Hong Kong')"
1634,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Snoopy's World (史諾比開心世界),Theme Park,Arts & Entertainment,"('Sha Tin', 'Hong Kong')"
1635,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Lei Garden Restaurant (利苑酒家),Chinese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1636,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Nha Trang (芽莊),Vietnamese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1637,Sha Tin,Hong Kong,22.3810557,114.18887920000002,"Toys""R""Us 玩具反斗城",Toy / Game Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1638,Sha Tin,Hong Kong,22.3810557,114.18887920000002,DimDimSum Dim Sum Specialty Store (點點心點心專門店),Dim Sum Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1639,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Food Avenue (美食通),Food Court,Food,"('Sha Tin', 'Hong Kong')"
1640,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Crystal Jade La Mian Xiao Long Bao (翡翠拉麵小籠包),Shanghai Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1641,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Hawker 18 (少爺 18),Asian Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1642,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Sha Tin Centre (沙田中心),Shopping Mall,Shop & Service,"('Sha Tin', 'Hong Kong')"
1643,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Pâtisserie Tony Wong,Dessert Shop,Food,"('Sha Tin', 'Hong Kong')"
1644,Sha Tin,Hong Kong,22.3810557,114.18887920000002,H&M,Clothing Store,Shop & Service,"('Sha Tin', 'Hong Kong')"
1645,Sha Tin,Hong Kong,22.3810557,114.18887920000002,PizzaExpress,Pizza Place,Food,"('Sha Tin', 'Hong Kong')"
1646,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Jun Sushi (Jun Sushi 純壽司),Sushi Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1647,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Mr. Steak (牛扒先生),Steakhouse,Food,"('Sha Tin', 'Hong Kong')"
1648,Sha Tin,Hong Kong,22.3810557,114.18887920000002,New Town Plaza (新城市廣場),Shopping Mall,Shop & Service,"('Sha Tin', 'Hong Kong')"
1649,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Butao Ramen (豚王拉麵),Ramen Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1650,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Mellow Brown Coffee by UCC,Café,Food,"('Sha Tin', 'Hong Kong')"
1651,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Yaki Ana (穴居酒屋),Japanese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1652,Sha Tin,Hong Kong,22.3810557,114.18887920000002,McDonald’s (麥當勞),Fast Food Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1653,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Cova Pasticceria & Confetteria,Dessert Shop,Food,"('Sha Tin', 'Hong Kong')"
1654,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Pearl Delights 明珠閣 (明珠閣),Chinese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1655,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Sichuan Garden 川淮居 (川淮居),Szechuan Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1656,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Royal Park 帝玉庭,Chinese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1657,Sha Tin,Hong Kong,22.3810557,114.18887920000002,agnès b. CAFÉ L.P.G.,Café,Food,"('Sha Tin', 'Hong Kong')"
1658,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Starbucks (星巴克),Coffee Shop,Food,"('Sha Tin', 'Hong Kong')"
1659,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Bangkok Thai Restaurant (曼谷泰菜),Thai Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1660,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Gochiso,Spanish Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1661,Sha Tin,Hong Kong,22.3810557,114.18887920000002,The Spaghetti House 意粉屋 (意粉屋),Italian Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1662,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Maccha House 抹茶館,Japanese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1663,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Chiuchow Garden 潮庭 (潮庭),Dim Sum Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1664,Sha Tin,Hong Kong,22.3810557,114.18887920000002,One+One,Hotel Bar,Nightlife Spot,"('Sha Tin', 'Hong Kong')"
1665,Sha Tin,Hong Kong,22.3810557,114.18887920000002,la terrazza bar & grill,Italian Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1666,Sha Tin,Hong Kong,22.3810557,114.18887920000002,Iki Teppanyaki Bento,Japanese Restaurant,Food,"('Sha Tin', 'Hong Kong')"
1667,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Door Door Bakery (多多麵飽西餅),Bakery,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1668,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Tsong Long Ting (滄浪亭),Noodle House,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1669,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Starbucks (星巴克),Coffee Shop,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1670,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,McDonald’s (麥當勞),Fast Food Restaurant,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1671,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,McDonald’s (麥當勞),Fast Food Restaurant,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1672,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Mount Sterling Mall (萬事達廣場),Shopping Mall,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1673,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Watsons 屈臣氏,Pharmacy,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1674,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Maxim’s Cakes (美心西餅),Bakery,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1675,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Lai Wan Market 荔灣街市,Market,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1676,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,Café de Coral 大家樂,Fast Food Restaurant,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1677,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,PARKnSHOP 百佳 (百佳),Grocery Store,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1678,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,The Hong Kong Jockey Club (香港賽馬會),Betting Shop,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1679,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,回味茶餐廳,Cha Chaan Teng,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1680,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,HKJC Off-course Betting Branch 香港賽馬會場外投注處,Betting Shop,Shop & Service,"('Mei Foo Sun Chuen', 'Hong Kong')"
1681,Mei Foo Sun Chuen,Hong Kong,22.3375208,114.14012016099701,樂園潮州粉麵,Chinese Restaurant,Food,"('Mei Foo Sun Chuen', 'Hong Kong')"
1682,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Xiao Wang Beef Noodle (小王牛肉麵),Taiwanese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1683,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Heichinrou (聘珍樓),Cantonese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1684,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Starbucks (星巴克),Coffee Shop,Food,"('Diamond Hill', 'Hong Kong')"
1685,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Việt's Choicê (越棧),Vietnamese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1686,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Modern China (金滿庭),Chinese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1687,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Plaza Hollywood (荷里活廣場),Shopping Mall,Shop & Service,"('Diamond Hill', 'Hong Kong')"
1688,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Broadway Cinema (百老匯戲院),Multiplex,Arts & Entertainment,"('Diamond Hill', 'Hong Kong')"
1689,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,iWorld,Electronics Store,Shop & Service,"('Diamond Hill', 'Hong Kong')"
1690,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Marks & Spencer (馬莎百貨),Department Store,Shop & Service,"('Diamond Hill', 'Hong Kong')"
1691,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Dondonya Shokudo (丼丼屋食堂),Japanese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1692,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Kintan 金舌,Japanese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1693,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Beppu Ekimae 別府駅前料理,Japanese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1694,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Pepper Lunch Express,Japanese Restaurant,Food,"('Diamond Hill', 'Hong Kong')"
1695,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Chi Lin Nunnery Bus Stop 志蓮淨苑巴士站,Bus Stop,Travel & Transport,"('Diamond Hill', 'Hong Kong')"
1696,Diamond Hill,Hong Kong,22.34003055,114.20160909603901,Chinese Timber Architecture Gallery,Museum,Arts & Entertainment,"('Diamond Hill', 'Hong Kong')"
1697,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Hyatt Regency Hong Kong Tsim Sha Tsui (香港尖沙咀凱悅酒店),Hotel,Travel & Transport,"('Tsim Sha Tsui', 'Hong Kong')"
1698,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Butler,Cocktail Bar,Nightlife Spot,"('Tsim Sha Tsui', 'Hong Kong')"
1699,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Wah Kee Snacks (華記小食),Snack Place,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1700,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Mira Place 2,Shopping Mall,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1701,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Initial,Boutique,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1702,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Japanese Restaurant Doraya (定食Doraya),Japanese Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1703,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Tonkichi Tonkatsu (丼吉日本吉列專門店),Japanese Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1704,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Ichiran (一蘭),Ramen Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1705,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Urban Coffee Roaster,Coffee Shop,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1706,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Bar Buonasera,Cocktail Bar,Nightlife Spot,"('Tsim Sha Tsui', 'Hong Kong')"
1707,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Sasa (莎莎),Cosmetics Shop,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1708,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,The Mira Hong Kong,Hotel,Travel & Transport,"('Tsim Sha Tsui', 'Hong Kong')"
1709,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,K11 Design Store,Arts & Crafts Store,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1710,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,The Luxe Manor (帝樂文娜公館),Hotel,Travel & Transport,"('Tsim Sha Tsui', 'Hong Kong')"
1711,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Sam's Tailor,Tailor Shop,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1712,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Simpson Sin Tailor (正華洋服),Tailor Shop,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1713,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Executive Club Lounge (行政酒廊),Hotel Bar,Nightlife Spot,"('Tsim Sha Tsui', 'Hong Kong')"
1714,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Mui Kee Cookfood Stall (妹記大排檔),Hong Kong Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1715,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Lee Garden Guest House (利園旅館),Hostel,Travel & Transport,"('Tsim Sha Tsui', 'Hong Kong')"
1716,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Yakiniku Futago HK (大阪焼肉),Japanese Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1717,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Spring Deer (鹿鳴春),Beijing Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1718,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Godwell Dispensary & Cosmetic (金英化粧葯房),Cosmetics Shop,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1719,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Tom Lee Music (通利琴行),Music Store,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1720,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Hung Lee Kitchen (洪利粥麵小廚),Cha Chaan Teng,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1721,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Hugo's (希戈餐廳),French Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1722,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,298 Nikuya Kitchen,BBQ Joint,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1723,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Hop Inn on Carnarvon (撲撲旅舍),Hostel,Travel & Transport,"('Tsim Sha Tsui', 'Hong Kong')"
1724,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Cuisine Cuisine (國金軒),Chinese Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1725,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,So Thai So Good,Thai Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1726,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Wooloomooloo Prime,Steakhouse,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1727,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,PizzaExpress,Pizza Place,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1728,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Owl's Choux,Ice Cream Shop,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1729,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Paisano's Pizzeria,Pizza Place,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1730,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Tsui Wah Restaurant (翠華餐廳),Cha Chaan Teng,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1731,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Passion by Gérard Dubois,Café,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1732,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Typo,Arts & Crafts Store,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1733,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Tin Cheung Camera (天祥攝影器材),Camera Store,Shop & Service,"('Tsim Sha Tsui', 'Hong Kong')"
1734,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,The Swiss Chalet (瑞士餐廳),Swiss Restaurant,Food,"('Tsim Sha Tsui', 'Hong Kong')"
1735,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Vibes,Lounge,Nightlife Spot,"('Tsim Sha Tsui', 'Hong Kong')"
1736,Tsim Sha Tsui,Hong Kong,22.298872,114.1741181,Hung Lee Restaurant (洪利粥店茶餐廳),Cha Chaan Teng,Food,"('Tsim Sha Tsui', 'Hong Kong')"
